fname,bbox,class_id,class_name
04759.jpg,"{'x1': np.uint8(47), 'y1': np.uint8(39), 'x2': np.uint16(371), 'y2': np.uint16(270)}",117,Ford Fiesta Sedan 2012
04760.jpg,"{'x1': np.uint8(18), 'y1': np.uint8(199), 'x2': np.uint16(1581), 'y2': np.uint16(1090)}",34,BMW M3 Coupe 2012
04761.jpg,"{'x1': np.uint8(52), 'y1': np.uint8(44), 'x2': np.uint16(509), 'y2': np.uint16(358)}",59,Chevrolet Camaro Convertible 2012
04762.jpg,"{'x1': np.uint8(58), 'y1': np.uint8(254), 'x2': np.uint16(1582), 'y2': np.uint16(991)}",182,Suzuki Kizashi Sedan 2012
04763.jpg,"{'x1': np.uint8(5), 'y1': np.uint8(145), 'x2': np.uint16(996), 'y2': np.uint16(594)}",147,Jeep Liberty SUV 2012
04764.jpg,"{'x1': np.uint8(23), 'y1': np.uint8(38), 'x2': np.uint16(263), 'y2': np.uint8(145)}",129,Honda Accord Sedan 2012
04765.jpg,"{'x1': np.uint8(66), 'y1': np.uint8(222), 'x2': np.uint16(513), 'y2': np.uint16(339)}",152,Lamborghini Gallardo LP 570-4 Superleggera 2012
04766.jpg,"{'x1': np.uint8(249), 'y1': np.uint8(154), 'x2': np.uint16(981), 'y2': np.uint16(569)}",167,Mitsubishi Lancer Sedan 2012
04767.jpg,"{'x1': np.uint8(18), 'y1': np.uint8(62), 'x2': np.uint16(352), 'y2': np.uint8(254)}",48,Buick Rainier SUV 2007
04768.jpg,"{'x1': np.uint8(32), 'y1': np.uint8(105), 'x2': np.uint16(988), 'y2': np.uint16(658)}",63,Chevrolet Sonic Sedan 2012
04769.jpg,"{'x1': np.uint8(6), 'y1': np.uint8(87), 'x2': np.uint8(210), 'y2': np.uint8(164)}",30,BMW 3 Series Wagon 2012
04770.jpg,"{'x1': np.uint8(70), 'y1': np.uint8(57), 'x2': np.uint16(526), 'y2': np.uint16(384)}",100,FIAT 500 Convertible 2012
04771.jpg,"{'x1': np.uint8(14), 'y1': np.uint8(31), 'x2': np.uint16(270), 'y2': np.uint8(166)}",41,Bentley Mulsanne Sedan 2011
04772.jpg,"{'x1': np.uint8(7), 'y1': np.uint8(17), 'x2': np.uint8(249), 'y2': np.uint8(187)}",76,Chrysler Aspen SUV 2009
04773.jpg,"{'x1': np.uint8(47), 'y1': np.uint8(185), 'x2': np.uint16(999), 'y2': np.uint16(696)}",167,Mitsubishi Lancer Sedan 2012
04774.jpg,"{'x1': np.uint8(18), 'y1': np.uint8(31), 'x2': np.uint16(620), 'y2': np.uint16(387)}",54,Chevrolet Silverado 1500 Hybrid Crew Cab 2012
04775.jpg,"{'x1': np.uint8(67), 'y1': np.uint8(168), 'x2': np.uint16(685), 'y2': np.uint16(499)}",173,Porsche Panamera Sedan 2012
04776.jpg,"{'x1': np.uint16(367), 'y1': np.uint16(418), 'x2': np.uint16(1030), 'y2': np.uint16(669)}",96,Dodge Charger Sedan 2012
04777.jpg,"{'x1': np.uint8(90), 'y1': np.uint8(194), 'x2': np.uint16(1512), 'y2': np.uint16(914)}",34,BMW M3 Coupe 2012
04778.jpg,"{'x1': np.uint8(20), 'y1': np.uint8(72), 'x2': np.uint16(769), 'y2': np.uint16(515)}",31,BMW 6 Series Convertible 2007
04779.jpg,"{'x1': np.uint8(50), 'y1': np.uint8(44), 'x2': np.uint8(230), 'y2': np.uint8(156)}",39,Bentley Continental Supersports Conv. Convertible 2012
04780.jpg,"{'x1': np.uint8(77), 'y1': np.uint8(49), 'x2': np.uint16(508), 'y2': np.uint16(305)}",192,Volkswagen Beetle Hatchback 2012
04781.jpg,"{'x1': np.uint8(71), 'y1': np.uint8(186), 'x2': np.uint16(1206), 'y2': np.uint16(781)}",157,MINI Cooper Roadster Convertible 2012
04782.jpg,"{'x1': np.uint8(50), 'y1': np.uint8(83), 'x2': np.uint16(394), 'y2': np.uint16(268)}",38,BMW Z4 Convertible 2012
04783.jpg,"{'x1': np.uint8(176), 'y1': np.uint16(298), 'x2': np.uint16(718), 'y2': np.uint16(498)}",41,Bentley Mulsanne Sedan 2011
04784.jpg,"{'x1': np.uint8(7), 'y1': np.uint8(8), 'x2': np.uint16(375), 'y2': np.uint8(234)}",95,Dodge Durango SUV 2007
04785.jpg,"{'x1': np.uint8(47), 'y1': np.uint8(97), 'x2': np.uint16(612), 'y2': np.uint16(377)}",114,Ford F-150 Regular Cab 2007
04786.jpg,"{'x1': np.uint8(17), 'y1': np.uint8(48), 'x2': np.uint16(859), 'y2': np.uint16(396)}",79,Chrysler 300 SRT-8 2010
04787.jpg,"{'x1': np.uint8(210), 'y1': np.uint8(188), 'x2': np.uint16(1428), 'y2': np.uint16(732)}",175,Rolls-Royce Phantom Drophead Coupe Convertible 2012
04788.jpg,"{'x1': np.uint8(55), 'y1': np.uint8(84), 'x2': np.uint16(976), 'y2': np.uint16(679)}",132,Hyundai Tucson SUV 2012
04789.jpg,"{'x1': np.uint8(46), 'y1': np.uint8(35), 'x2': np.uint16(593), 'y2': np.uint16(352)}",103,Ferrari 458 Italia Convertible 2012
04790.jpg,"{'x1': np.uint8(126), 'y1': np.uint8(97), 'x2': np.uint16(882), 'y2': np.uint16(704)}",119,GMC Savana Van 2012
04791.jpg,"{'x1': np.uint8(9), 'y1': np.uint8(196), 'x2': np.uint16(1008), 'y2': np.uint16(504)}",153,Lamborghini Diablo Coupe 2001
04792.jpg,"{'x1': np.uint8(41), 'y1': np.uint8(51), 'x2': np.uint8(215), 'y2': np.uint8(152)}",31,BMW 6 Series Convertible 2007
04793.jpg,"{'x1': np.uint8(5), 'y1': np.uint8(82), 'x2': np.uint16(550), 'y2': np.uint16(442)}",85,Dodge Caravan Minivan 1997
04794.jpg,"{'x1': np.uint8(63), 'y1': np.uint8(26), 'x2': np.uint16(436), 'y2': np.uint16(296)}",47,Buick Regal GS 2012
04795.jpg,"{'x1': np.uint8(32), 'y1': np.uint8(41), 'x2': np.uint8(239), 'y2': np.uint8(153)}",162,Mercedes-Benz C-Class Sedan 2012
04796.jpg,"{'x1': np.uint8(40), 'y1': np.uint8(14), 'x2': np.uint16(856), 'y2': np.uint16(486)}",107,Ford Mustang Convertible 2007
04797.jpg,"{'x1': np.uint8(4), 'y1': np.uint8(13), 'x2': np.uint8(189), 'y2': np.uint8(132)}",80,Chrysler Crossfire Convertible 2008
04798.jpg,"{'x1': np.uint8(7), 'y1': np.uint8(18), 'x2': np.uint8(192), 'y2': np.uint8(127)}",115,Ford Focus Sedan 2007
04799.jpg,"{'x1': np.uint8(13), 'y1': np.uint8(41), 'x2': np.uint16(300), 'y2': np.uint8(174)}",69,Chevrolet Silverado 2500HD Regular Cab 2012
04800.jpg,"{'x1': np.uint8(38), 'y1': np.uint8(52), 'x2': np.uint16(483), 'y2': np.uint8(222)}",124,HUMMER H3T Crew Cab 2010
04801.jpg,"{'x1': np.uint8(67), 'y1': np.uint16(364), 'x2': np.uint16(1549), 'y2': np.uint16(1063)}",189,Toyota 4Runner SUV 2012
04802.jpg,"{'x1': np.uint8(22), 'y1': np.uint8(25), 'x2': np.uint16(407), 'y2': np.uint16(339)}",20,Audi S6 Sedan 2011
04803.jpg,"{'x1': np.uint8(52), 'y1': np.uint8(88), 'x2': np.uint16(373), 'y2': np.uint8(248)}",33,BMW X6 SUV 2012
04804.jpg,"{'x1': np.uint8(87), 'y1': np.uint8(132), 'x2': np.uint16(672), 'y2': np.uint16(363)}",110,Ford Edge SUV 2012
04805.jpg,"{'x1': np.uint8(34), 'y1': np.uint8(19), 'x2': np.uint16(772), 'y2': np.uint16(488)}",150,Lamborghini Reventon Coupe 2008
04806.jpg,"{'x1': np.uint8(228), 'y1': np.uint16(316), 'x2': np.uint16(1913), 'y2': np.uint16(1230)}",29,BMW 3 Series Sedan 2012
04807.jpg,"{'x1': np.uint8(17), 'y1': np.uint8(69), 'x2': np.uint16(682), 'y2': np.uint16(436)}",140,Hyundai Azera Sedan 2012
04808.jpg,"{'x1': np.uint8(106), 'y1': np.uint8(59), 'x2': np.uint16(337), 'y2': np.uint16(284)}",159,Mazda Tribute SUV 2011
04809.jpg,"{'x1': np.uint8(107), 'y1': np.uint8(172), 'x2': np.uint16(789), 'y2': np.uint16(579)}",183,Suzuki SX4 Hatchback 2012
04810.jpg,"{'x1': np.uint8(94), 'y1': np.uint8(190), 'x2': np.uint16(1597), 'y2': np.uint16(991)}",29,BMW 3 Series Sedan 2012
04811.jpg,"{'x1': np.uint16(626), 'y1': np.uint8(176), 'x2': np.uint16(1465), 'y2': np.uint16(618)}",173,Porsche Panamera Sedan 2012
04812.jpg,"{'x1': np.uint8(16), 'y1': np.uint8(59), 'x2': np.uint16(466), 'y2': np.uint8(241)}",44,Bentley Continental Flying Spur Sedan 2007
04813.jpg,"{'x1': np.uint8(70), 'y1': np.uint8(85), 'x2': np.uint16(1186), 'y2': np.uint16(791)}",144,Jaguar XK XKR 2012
04814.jpg,"{'x1': np.uint8(60), 'y1': np.uint16(411), 'x2': np.uint16(1495), 'y2': np.uint16(992)}",36,BMW M6 Convertible 2010
04815.jpg,"{'x1': np.uint8(31), 'y1': np.uint8(81), 'x2': np.uint16(608), 'y2': np.uint16(391)}",134,Hyundai Sonata Hybrid Sedan 2012
04816.jpg,"{'x1': np.uint8(79), 'y1': np.uint8(84), 'x2': np.uint16(528), 'y2': np.uint16(327)}",3,Acura TL Sedan 2012
04817.jpg,"{'x1': np.uint8(71), 'y1': np.uint8(116), 'x2': np.uint16(561), 'y2': np.uint16(423)}",50,Buick Enclave SUV 2012
04818.jpg,"{'x1': np.uint8(19), 'y1': np.uint8(141), 'x2': np.uint16(586), 'y2': np.uint16(371)}",12,Audi RS 4 Convertible 2008
04819.jpg,"{'x1': np.uint8(26), 'y1': np.uint8(116), 'x2': np.uint16(485), 'y2': np.uint16(308)}",22,Audi S5 Coupe 2012
04820.jpg,"{'x1': np.uint8(39), 'y1': np.uint8(123), 'x2': np.uint16(439), 'y2': np.uint16(291)}",138,Hyundai Sonata Sedan 2012
04821.jpg,"{'x1': np.uint8(7), 'y1': np.uint8(62), 'x2': np.uint16(418), 'y2': np.uint8(214)}",62,Chevrolet Tahoe Hybrid SUV 2012
04822.jpg,"{'x1': np.uint8(64), 'y1': np.uint8(24), 'x2': np.uint16(274), 'y2': np.uint8(150)}",25,Audi TT RS Coupe 2012
04823.jpg,"{'x1': np.uint8(4), 'y1': np.uint8(37), 'x2': np.uint16(256), 'y2': np.uint8(185)}",156,Lincoln Town Car Sedan 2011
04824.jpg,"{'x1': np.uint8(137), 'y1': np.uint16(417), 'x2': np.uint16(1822), 'y2': np.uint16(1130)}",162,Mercedes-Benz C-Class Sedan 2012
04825.jpg,"{'x1': np.uint8(102), 'y1': np.uint8(211), 'x2': np.uint16(786), 'y2': np.uint16(485)}",7,Acura ZDX Hatchback 2012
04826.jpg,"{'x1': np.uint8(18), 'y1': np.uint8(79), 'x2': np.uint16(480), 'y2': np.uint16(304)}",153,Lamborghini Diablo Coupe 2001
04827.jpg,"{'x1': np.uint8(7), 'y1': np.uint8(4), 'x2': np.uint16(277), 'y2': np.uint8(180)}",1,AM General Hummer SUV 2000
04828.jpg,"{'x1': np.uint8(15), 'y1': np.uint8(43), 'x2': np.uint16(287), 'y2': np.uint8(170)}",110,Ford Edge SUV 2012
04829.jpg,"{'x1': np.uint8(68), 'y1': np.uint8(125), 'x2': np.uint16(572), 'y2': np.uint16(363)}",111,Ford Ranger SuperCab 2011
04830.jpg,"{'x1': np.uint8(61), 'y1': np.uint8(167), 'x2': np.uint16(589), 'y2': np.uint16(464)}",40,Bentley Arnage Sedan 2009
04831.jpg,"{'x1': np.uint8(18), 'y1': np.uint8(84), 'x2': np.uint8(254), 'y2': np.uint8(175)}",84,Dodge Caliber Wagon 2007
04832.jpg,"{'x1': np.uint8(32), 'y1': np.uint8(34), 'x2': np.uint8(248), 'y2': np.uint8(213)}",28,BMW 1 Series Coupe 2012
04833.jpg,"{'x1': np.uint8(36), 'y1': np.uint8(103), 'x2': np.uint16(544), 'y2': np.uint16(310)}",6,Acura Integra Type R 2001
04834.jpg,"{'x1': np.uint8(1), 'y1': np.uint8(39), 'x2': np.uint8(252), 'y2': np.uint8(172)}",156,Lincoln Town Car Sedan 2011
04835.jpg,"{'x1': np.uint8(9), 'y1': np.uint8(31), 'x2': np.uint16(636), 'y2': np.uint16(443)}",95,Dodge Durango SUV 2007
04836.jpg,"{'x1': np.uint8(32), 'y1': np.uint8(62), 'x2': np.uint16(272), 'y2': np.uint8(189)}",162,Mercedes-Benz C-Class Sedan 2012
04837.jpg,"{'x1': np.uint8(40), 'y1': np.uint8(73), 'x2': np.uint16(1561), 'y2': np.uint16(964)}",91,Dodge Dakota Club Cab 2007
04838.jpg,"{'x1': np.uint8(20), 'y1': np.uint8(40), 'x2': np.uint8(166), 'y2': np.uint8(99)}",107,Ford Mustang Convertible 2007
04839.jpg,"{'x1': np.uint8(172), 'y1': np.uint16(358), 'x2': np.uint16(1109), 'y2': np.uint16(834)}",15,Audi R8 Coupe 2012
04840.jpg,"{'x1': np.uint16(1066), 'y1': np.uint16(1244), 'x2': np.uint16(4030), 'y2': np.uint16(2247)}",34,BMW M3 Coupe 2012
04841.jpg,"{'x1': np.uint8(86), 'y1': np.uint8(162), 'x2': np.uint16(472), 'y2': np.uint16(393)}",24,Audi S4 Sedan 2007
04842.jpg,"{'x1': np.uint8(18), 'y1': np.uint8(17), 'x2': np.uint16(256), 'y2': np.uint8(194)}",116,Ford E-Series Wagon Van 2012
04843.jpg,"{'x1': np.uint8(47), 'y1': np.uint8(69), 'x2': np.uint16(603), 'y2': np.uint16(453)}",129,Honda Accord Sedan 2012
04844.jpg,"{'x1': np.uint8(35), 'y1': np.uint8(147), 'x2': np.uint16(596), 'y2': np.uint16(372)}",103,Ferrari 458 Italia Convertible 2012
04845.jpg,"{'x1': np.uint8(5), 'y1': np.uint8(60), 'x2': np.uint16(285), 'y2': np.uint8(155)}",70,Chevrolet Silverado 1500 Classic Extended Cab 2007
04846.jpg,"{'x1': np.uint8(28), 'y1': np.uint8(68), 'x2': np.uint16(442), 'y2': np.uint16(287)}",155,Land Rover LR2 SUV 2012
04847.jpg,"{'x1': np.uint8(54), 'y1': np.uint8(189), 'x2': np.uint16(1474), 'y2': np.uint16(921)}",85,Dodge Caravan Minivan 1997
04848.jpg,"{'x1': np.uint8(17), 'y1': np.uint8(104), 'x2': np.uint16(353), 'y2': np.uint8(201)}",16,Audi V8 Sedan 1994
04849.jpg,"{'x1': np.uint8(13), 'y1': np.uint8(48), 'x2': np.uint16(442), 'y2': np.uint16(257)}",177,Rolls-Royce Phantom Sedan 2012
04850.jpg,"{'x1': np.uint8(26), 'y1': np.uint8(107), 'x2': np.uint16(635), 'y2': np.uint16(391)}",133,Hyundai Veracruz SUV 2012
04851.jpg,"{'x1': np.uint8(65), 'y1': np.uint8(67), 'x2': np.uint16(581), 'y2': np.uint16(410)}",135,Hyundai Elantra Sedan 2007
04852.jpg,"{'x1': np.uint8(49), 'y1': np.uint8(152), 'x2': np.uint16(943), 'y2': np.uint16(621)}",178,Scion xD Hatchback 2012
04853.jpg,"{'x1': np.uint8(113), 'y1': np.uint8(89), 'x2': np.uint16(953), 'y2': np.uint16(1469)}",170,Nissan Juke Hatchback 2012
04854.jpg,"{'x1': np.uint8(7), 'y1': np.uint8(134), 'x2': np.uint16(590), 'y2': np.uint16(322)}",102,Ferrari California Convertible 2012
04855.jpg,"{'x1': np.uint8(34), 'y1': np.uint8(57), 'x2': np.uint16(350), 'y2': np.uint8(226)}",139,Hyundai Elantra Touring Hatchback 2012
04856.jpg,"{'x1': np.uint8(244), 'y1': np.uint8(199), 'x2': np.uint16(625), 'y2': np.uint16(406)}",142,Infiniti QX56 SUV 2011
04857.jpg,"{'x1': np.uint8(43), 'y1': np.uint8(152), 'x2': np.uint16(568), 'y2': np.uint16(360)}",11,Aston Martin Virage Coupe 2012
04858.jpg,"{'x1': np.uint8(120), 'y1': np.uint8(227), 'x2': np.uint16(555), 'y2': np.uint16(413)}",77,Chrysler Sebring Convertible 2010
04859.jpg,"{'x1': np.uint8(8), 'y1': np.uint8(33), 'x2': np.uint8(251), 'y2': np.uint8(164)}",174,Ram C/V Cargo Van Minivan 2012
04860.jpg,"{'x1': np.uint8(56), 'y1': np.uint8(229), 'x2': np.uint16(742), 'y2': np.uint16(463)}",182,Suzuki Kizashi Sedan 2012
04861.jpg,"{'x1': np.uint8(53), 'y1': np.uint8(62), 'x2': np.uint16(997), 'y2': np.uint16(642)}",182,Suzuki Kizashi Sedan 2012
04862.jpg,"{'x1': np.uint8(6), 'y1': np.uint8(44), 'x2': np.uint16(377), 'y2': np.uint8(246)}",124,HUMMER H3T Crew Cab 2010
04863.jpg,"{'x1': np.uint8(26), 'y1': np.uint8(80), 'x2': np.uint16(625), 'y2': np.uint16(449)}",114,Ford F-150 Regular Cab 2007
04864.jpg,"{'x1': np.uint8(92), 'y1': np.uint8(134), 'x2': np.uint16(564), 'y2': np.uint16(399)}",106,Ford F-450 Super Duty Crew Cab 2012
04865.jpg,"{'x1': np.uint8(76), 'y1': np.uint16(262), 'x2': np.uint16(944), 'y2': np.uint16(661)}",28,BMW 1 Series Coupe 2012
04866.jpg,"{'x1': np.uint8(151), 'y1': np.uint8(148), 'x2': np.uint16(769), 'y2': np.uint16(445)}",159,Mazda Tribute SUV 2011
04867.jpg,"{'x1': np.uint8(51), 'y1': np.uint8(56), 'x2': np.uint16(278), 'y2': np.uint8(159)}",157,MINI Cooper Roadster Convertible 2012
04868.jpg,"{'x1': np.uint8(4), 'y1': np.uint8(49), 'x2': np.uint16(426), 'y2': np.uint16(297)}",161,Mercedes-Benz 300-Class Convertible 1993
04869.jpg,"{'x1': np.uint8(85), 'y1': np.uint8(98), 'x2': np.uint16(569), 'y2': np.uint16(309)}",168,Nissan Leaf Hatchback 2012
04870.jpg,"{'x1': np.uint8(36), 'y1': np.uint8(15), 'x2': np.uint16(477), 'y2': np.uint16(305)}",47,Buick Regal GS 2012
04871.jpg,"{'x1': np.uint8(42), 'y1': np.uint8(45), 'x2': np.uint16(449), 'y2': np.uint16(321)}",180,Spyker C8 Coupe 2009
04872.jpg,"{'x1': np.uint8(102), 'y1': np.uint8(63), 'x2': np.uint16(423), 'y2': np.uint16(319)}",99,FIAT 500 Abarth 2012
04873.jpg,"{'x1': np.uint8(120), 'y1': np.uint16(286), 'x2': np.uint16(1073), 'y2': np.uint16(790)}",166,Mercedes-Benz Sprinter Van 2012
04874.jpg,"{'x1': np.uint8(9), 'y1': np.uint8(1), 'x2': np.uint8(152), 'y2': np.uint8(103)}",1,AM General Hummer SUV 2000
04875.jpg,"{'x1': np.uint8(29), 'y1': np.uint8(65), 'x2': np.uint8(249), 'y2': np.uint8(155)}",57,Chevrolet Corvette Ron Fellows Edition Z06 2007
04876.jpg,"{'x1': np.uint8(21), 'y1': np.uint8(30), 'x2': np.uint16(468), 'y2': np.uint16(320)}",196,smart fortwo Convertible 2012
04877.jpg,"{'x1': np.uint8(39), 'y1': np.uint8(135), 'x2': np.uint16(588), 'y2': np.uint16(393)}",134,Hyundai Sonata Hybrid Sedan 2012
04878.jpg,"{'x1': np.uint8(51), 'y1': np.uint8(99), 'x2': np.uint16(1160), 'y2': np.uint16(754)}",96,Dodge Charger Sedan 2012
04879.jpg,"{'x1': np.uint16(451), 'y1': np.uint8(231), 'x2': np.uint16(2545), 'y2': np.uint16(1775)}",67,Chevrolet Malibu Hybrid Sedan 2010
04880.jpg,"{'x1': np.uint8(63), 'y1': np.uint8(122), 'x2': np.uint16(844), 'y2': np.uint16(410)}",187,Toyota Camry Sedan 2012
04881.jpg,"{'x1': np.uint8(27), 'y1': np.uint8(77), 'x2': np.uint16(460), 'y2': np.uint16(275)}",118,GMC Terrain SUV 2012
04882.jpg,"{'x1': np.uint8(1), 'y1': np.uint8(98), 'x2': np.uint16(420), 'y2': np.uint16(269)}",104,Ferrari 458 Italia Coupe 2012
04883.jpg,"{'x1': np.uint8(117), 'y1': np.uint16(465), 'x2': np.uint16(1946), 'y2': np.uint16(1123)}",19,Audi TT Hatchback 2011
04884.jpg,"{'x1': np.uint8(31), 'y1': np.uint8(35), 'x2': np.uint8(236), 'y2': np.uint8(162)}",8,Aston Martin V8 Vantage Convertible 2012
04885.jpg,"{'x1': np.uint16(318), 'y1': np.uint16(374), 'x2': np.uint16(1350), 'y2': np.uint16(945)}",25,Audi TT RS Coupe 2012
04886.jpg,"{'x1': np.uint8(38), 'y1': np.uint8(105), 'x2': np.uint16(1565), 'y2': np.uint16(740)}",44,Bentley Continental Flying Spur Sedan 2007
04887.jpg,"{'x1': np.uint8(8), 'y1': np.uint8(1), 'x2': np.uint16(258), 'y2': np.uint8(165)}",40,Bentley Arnage Sedan 2009
04888.jpg,"{'x1': np.uint8(20), 'y1': np.uint8(33), 'x2': np.uint8(241), 'y2': np.uint8(163)}",90,Dodge Dakota Crew Cab 2010
04889.jpg,"{'x1': np.uint8(108), 'y1': np.uint8(114), 'x2': np.uint16(546), 'y2': np.uint16(384)}",94,Dodge Durango SUV 2012
04890.jpg,"{'x1': np.uint8(40), 'y1': np.uint8(25), 'x2': np.uint16(567), 'y2': np.uint16(378)}",95,Dodge Durango SUV 2007
04891.jpg,"{'x1': np.uint8(39), 'y1': np.uint8(179), 'x2': np.uint16(1242), 'y2': np.uint16(829)}",72,Chevrolet Monte Carlo Coupe 2007
04892.jpg,"{'x1': np.uint8(8), 'y1': np.uint8(37), 'x2': np.uint16(294), 'y2': np.uint8(150)}",2,Acura RL Sedan 2012
04893.jpg,"{'x1': np.uint8(12), 'y1': np.uint8(39), 'x2': np.uint16(265), 'y2': np.uint8(142)}",16,Audi V8 Sedan 1994
04894.jpg,"{'x1': np.uint8(56), 'y1': np.uint8(11), 'x2': np.uint16(346), 'y2': np.uint8(186)}",108,Ford Freestar Minivan 2007
04895.jpg,"{'x1': np.uint8(148), 'y1': np.uint8(173), 'x2': np.uint16(749), 'y2': np.uint16(479)}",132,Hyundai Tucson SUV 2012
04896.jpg,"{'x1': np.uint8(27), 'y1': np.uint8(71), 'x2': np.uint16(423), 'y2': np.uint8(243)}",56,Chevrolet Corvette ZR1 2012
04897.jpg,"{'x1': np.uint8(6), 'y1': np.uint8(63), 'x2': np.uint16(806), 'y2': np.uint16(510)}",184,Suzuki SX4 Sedan 2012
04898.jpg,"{'x1': np.uint8(8), 'y1': np.uint8(104), 'x2': np.uint16(623), 'y2': np.uint16(360)}",74,Chevrolet Silverado 1500 Extended Cab 2012
04899.jpg,"{'x1': np.uint8(24), 'y1': np.uint8(51), 'x2': np.uint8(239), 'y2': np.uint8(167)}",65,Chevrolet Avalanche Crew Cab 2012
04900.jpg,"{'x1': np.uint8(111), 'y1': np.uint8(23), 'x2': np.uint16(527), 'y2': np.uint16(315)}",52,Cadillac SRX SUV 2012
04901.jpg,"{'x1': np.uint8(145), 'y1': np.uint8(76), 'x2': np.uint16(581), 'y2': np.uint16(353)}",144,Jaguar XK XKR 2012
04902.jpg,"{'x1': np.uint8(23), 'y1': np.uint8(91), 'x2': np.uint16(382), 'y2': np.uint8(234)}",98,Eagle Talon Hatchback 1998
04903.jpg,"{'x1': np.uint8(2), 'y1': np.uint8(46), 'x2': np.uint16(316), 'y2': np.uint8(213)}",85,Dodge Caravan Minivan 1997
04904.jpg,"{'x1': np.uint8(14), 'y1': np.uint8(149), 'x2': np.uint16(304), 'y2': np.uint8(231)}",158,Maybach Landaulet Convertible 2012
04905.jpg,"{'x1': np.uint8(130), 'y1': np.uint8(100), 'x2': np.uint16(953), 'y2': np.uint16(366)}",185,Tesla Model S Sedan 2012
04906.jpg,"{'x1': np.uint8(57), 'y1': np.uint8(51), 'x2': np.uint16(447), 'y2': np.uint16(273)}",102,Ferrari California Convertible 2012
04907.jpg,"{'x1': np.uint8(24), 'y1': np.uint8(22), 'x2': np.uint8(226), 'y2': np.uint8(169)}",134,Hyundai Sonata Hybrid Sedan 2012
04908.jpg,"{'x1': np.uint8(139), 'y1': np.uint8(109), 'x2': np.uint16(395), 'y2': np.uint16(298)}",158,Maybach Landaulet Convertible 2012
04909.jpg,"{'x1': np.uint8(184), 'y1': np.uint8(209), 'x2': np.uint16(1227), 'y2': np.uint16(727)}",167,Mitsubishi Lancer Sedan 2012
04910.jpg,"{'x1': np.uint8(203), 'y1': np.uint8(227), 'x2': np.uint16(1067), 'y2': np.uint16(776)}",104,Ferrari 458 Italia Coupe 2012
04911.jpg,"{'x1': np.uint8(99), 'y1': np.uint8(108), 'x2': np.uint16(479), 'y2': np.uint16(301)}",110,Ford Edge SUV 2012
04912.jpg,"{'x1': np.uint16(324), 'y1': np.uint16(297), 'x2': np.uint16(1242), 'y2': np.uint16(788)}",187,Toyota Camry Sedan 2012
04913.jpg,"{'x1': np.uint8(14), 'y1': np.uint8(5), 'x2': np.uint16(388), 'y2': np.uint8(254)}",165,Mercedes-Benz S-Class Sedan 2012
04914.jpg,"{'x1': np.uint8(24), 'y1': np.uint8(216), 'x2': np.uint16(1021), 'y2': np.uint16(654)}",97,Dodge Charger SRT-8 2009
04915.jpg,"{'x1': np.uint8(11), 'y1': np.uint8(1), 'x2': np.uint8(131), 'y2': np.uint8(96)}",34,BMW M3 Coupe 2012
04916.jpg,"{'x1': np.uint8(16), 'y1': np.uint8(24), 'x2': np.uint16(258), 'y2': np.uint8(172)}",107,Ford Mustang Convertible 2007
04917.jpg,"{'x1': np.uint8(1), 'y1': np.uint8(223), 'x2': np.uint16(1172), 'y2': np.uint16(611)}",107,Ford Mustang Convertible 2007
04918.jpg,"{'x1': np.uint8(15), 'y1': np.uint8(60), 'x2': np.uint8(242), 'y2': np.uint8(175)}",13,Audi A5 Coupe 2012
04919.jpg,"{'x1': np.uint8(151), 'y1': np.uint8(112), 'x2': np.uint16(1528), 'y2': np.uint16(1069)}",89,Dodge Journey SUV 2012
04920.jpg,"{'x1': np.uint8(46), 'y1': np.uint8(60), 'x2': np.uint16(575), 'y2': np.uint16(354)}",165,Mercedes-Benz S-Class Sedan 2012
04921.jpg,"{'x1': np.uint8(166), 'y1': np.uint8(170), 'x2': np.uint16(1076), 'y2': np.uint16(615)}",164,Mercedes-Benz E-Class Sedan 2012
04922.jpg,"{'x1': np.uint16(276), 'y1': np.uint8(83), 'x2': np.uint16(654), 'y2': np.uint16(352)}",147,Jeep Liberty SUV 2012
04923.jpg,"{'x1': np.uint8(100), 'y1': np.uint16(258), 'x2': np.uint16(753), 'y2': np.uint16(457)}",16,Audi V8 Sedan 1994
04924.jpg,"{'x1': np.uint8(198), 'y1': np.uint16(278), 'x2': np.uint16(1502), 'y2': np.uint16(1054)}",43,Bentley Continental GT Coupe 2007
04925.jpg,"{'x1': np.uint8(73), 'y1': np.uint8(71), 'x2': np.uint16(599), 'y2': np.uint16(411)}",111,Ford Ranger SuperCab 2011
04926.jpg,"{'x1': np.uint8(6), 'y1': np.uint8(53), 'x2': np.uint16(633), 'y2': np.uint16(363)}",144,Jaguar XK XKR 2012
04927.jpg,"{'x1': np.uint8(139), 'y1': np.uint8(130), 'x2': np.uint16(467), 'y2': np.uint16(275)}",38,BMW Z4 Convertible 2012
04928.jpg,"{'x1': np.uint8(15), 'y1': np.uint8(49), 'x2': np.uint16(601), 'y2': np.uint16(331)}",113,Ford F-150 Regular Cab 2012
04929.jpg,"{'x1': np.uint8(12), 'y1': np.uint8(105), 'x2': np.uint16(282), 'y2': np.uint8(209)}",42,Bentley Continental GT Coupe 2012
04930.jpg,"{'x1': np.uint8(89), 'y1': np.uint8(40), 'x2': np.uint16(414), 'y2': np.uint8(249)}",137,Hyundai Genesis Sedan 2012
